Userid,Marital status,Application mode,Application order,Course,Morning shift participation,Previous qualification,Previous qualification score,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Entry score,Displaced,Special needs,Debtor,Regularized Fees,Gender_Male,External Funding,Age at enrollment,International,N units credited 1st period,N units taken 1st period,N scored units 1st period,N units approved 1st period,Average grade 1st period,N unscored units 1st period,N units credited 2nd period,N units taken 2nd period,N scored units 2nd period,N units approved 2nd period,Average grade 2nd period,N unscored units 2nd period,Success,Social Popularity,Registered,Observations
4099,single,2.0,2.0,Oral Hygiene,1.0,12th grade,120.0,Portuguese,4th grade,4th grade,Private Security,Private Security,111.3,1.0,,0.0,1.0,0.0,0.0,32.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,Gave up,91,Yes,
3156,single,1.0,2.0,Management,1.0,12th grade,130.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,117.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,8.0,2.0,10.0,0.0,0.0,5.0,9.0,3.0,11.333333333333334,0.0,Holding on,27,Yes,
1263,single,1.0,2.0,Journalism and Communication,1.0,12th grade,121.0,Portuguese,9th grade,9th grade,Unskilled Worker,Unskilled Worker,122.8,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Gave up,52,Yes,
398,single,0.0,1.0,Veterinary Nursing,1.0,12th grade - Technological specialization course,150.0,Portuguese,6th grade,4th grade,Administrative Staff,Engineer,150.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,3.0,6.0,11.0,6.0,13.142857142857142,0.0,2.0,6.0,10.0,3.0,12.0,0.0,Succeeded,56,Yes,
1425,single,1.0,2.0,Equinculture,1.0,12th grade,140.0,Portuguese,9th grade,4th grade,Unskilled Worker,Unskilled Worker,129.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,10.0,4.0,13.5,1.0,0.0,5.0,5.0,5.0,13.4,0.0,Holding on,17,Yes,
3059,single,1.0,4.0,Nursing,1.0,12th grade,133.0,Portuguese,6th grade,9th grade,Assembly Worker,Engineer,127.3,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,12.628571428571428,0.0,0.0,8.0,8.0,7.0,12.628571428571428,0.0,Succeeded,77,Yes,
997,single,1.0,3.0,Nursing,1.0,12th grade,113.0,Portuguese,Bachelor degree,12th grade,Intermediate-level Professional,,107.8,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,10.0,5.0,14.46,0.0,0.0,7.0,8.0,6.0,13.55,0.0,Holding on,39,Yes,
3852,divorced,0.0,1.0,Journalism and Communication,,11th grade,120.0,Portuguese,4th grade,4th grade,Administrative Staff,Unskilled Worker,130.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,0.0,6.0,8.0,5.0,11.4,0.0,0.0,6.0,9.0,5.0,12.4,0.0,Gave up,90,Yes,
4292,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,137.0,Portuguese,12th grade,6th grade,Administrative Staff,Private Security,130.4,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Succeeded,85,Yes,
2189,single,2.0,1.0,Tourism,1.0,12th grade,140.0,Portuguese,Bachelor degree,12th grade,Scientist,Superior-level Professional,129.9,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,15.0,6.0,11.333333333333334,0.0,0.0,6.0,9.0,3.0,12.666666666666666,0.0,Succeeded,80,Yes,
4007,single,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,160.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,160.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,0.0,6.0,8.0,6.0,13.125,0.0,0.0,6.0,10.0,6.0,13.0,0.0,Succeeded,55,Yes,
287,single,2.0,1.0,Communication Design,1.0,12th grade,123.0,Portuguese,Master degree,4th grade,Scientist,Unskilled Worker,113.9,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,Holding on,37,Yes,
3256,single,2.0,6.0,Advertising and Marketing Management,1.0,12th grade,120.0,Portuguese,12th grade,10th grade,Administrative Staff,Private Security,113.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,,4.0,11.4,0.0,0.0,5.0,5.0,4.0,11.25,0.0,Succeeded,65,Yes,
918,married,0.0,1.0,Social Service (evening attendance),0.0,11th grade,133.1,Portuguese,4th grade,4th grade,Assembly Worker,Armed Forces,100.0,1.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Gave up,36,Yes,
3257,single,1.0,2.0,Nursing,1.0,12th grade,140.0,Portuguese,6th grade,6th grade,Unskilled Worker,Engineer,138.8,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,12.766666666666666,0.0,0.0,7.0,7.0,6.0,12.766666666666666,0.0,Succeeded,9,Yes,
1145,single,1.0,2.0,Management,1.0,12th grade,132.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,122.6,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,5.0,8.0,3.0,12.0,0.0,0.0,5.0,9.0,4.0,12.625,0.0,Holding on,16,Yes,
109,single,1.0,5.0,Nursing,1.0,12th grade,111.0,Portuguese,Bachelor degree,Master degree,Administrative Staff,Superior-level Professional,108.2,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,2.0,7.0,9.0,6.0,13.266666666666666,0.0,0.0,7.0,10.0,5.0,12.3,0.0,Gave up,35,Yes,
173,single,2.0,1.0,Nursing,1.0,12th grade,131.0,Portuguese,Bachelor degree,6th grade,Administrative Staff,Private Security,132.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,11.683333333333332,0.0,0.0,7.0,7.0,6.0,11.683333333333332,0.0,Succeeded,68,Yes,
1849,single,1.0,2.0,Nursing,1.0,12th grade,143.0,Portuguese,PhD,PhD,Scientist,Scientist,137.8,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,10.0,6.0,13.492857142857144,0.0,0.0,8.0,9.0,8.0,12.68888888888889,0.0,Succeeded,24,Yes,
1443,single,2.0,6.0,Tourism,1.0,12th grade,125.0,Portuguese,12th grade,12th grade,Administrative Staff,Superior-level Professional,120.5,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,14.666666666666666,0.0,Succeeded,88,Yes,
369,single,1.0,1.0,Basic Education,1.0,12th grade,122.0,Portuguese,6th grade,4th grade,Cleaning worker,,112.9,1.0,0.0,0.0,1.0,,1.0,19.0,0.0,0.0,7.0,8.0,7.0,13.857142857142858,0.0,0.0,7.0,8.0,6.0,13.666666666666666,,Succeeded,84,Yes,
2677,married,0.0,1.0,Oral Hygiene,1.0,12th grade,110.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,140.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,8.0,13.0,2.0,13.15,0.0,Gave up,14,Yes,
1441,single,1.0,5.0,Advertising and Marketing Management,1.0,12th grade,142.0,Portuguese,9th grade,9th grade,Engineer,Superior-level Professional,132.9,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,5.0,4.0,12.5,0.0,0.0,,5.0,4.0,14.25,0.0,Succeeded,99,Yes,
586,single,1.0,1.0,Management,1.0,12th grade,143.0,Portuguese,12th grade,9th grade,Superior-level Professional,Superior-level Professional,133.9,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,5.0,5.0,15.0,0.0,0.0,5.0,5.0,5.0,15.2,0.0,Succeeded,52,Yes,
1946,single,1.0,4.0,Nursing,1.0,12th grade,129.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,117.1,1.0,0.0,,1.0,0.0,0.0,30.0,0.0,0.0,7.0,7.0,7.0,14.692857142857145,0.0,0.0,8.0,8.0,8.0,14.9625,0.0,Succeeded,33,Yes,
3140,single,1.0,1.0,Basic Education,1.0,12th grade,129.0,Portuguese,9th grade,6th grade,Scientist,Engineer,126.9,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,12.2,0.0,0.0,6.0,10.0,4.0,11.5,0.0,Holding on,17,Yes,
1109,single,0.0,1.0,Management (evening attendance),0.0,Post-Graduation,110.0,Portuguese,9th grade,4th grade,Private Security,Unskilled Worker,128.2,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,12.0,,7.0,11.0,0.0,5.0,5.0,5.0,5.0,10.6,0.0,Gave up,56,Yes,
837,single,2.0,3.0,Informatics Engineering,1.0,12th grade,138.0,Portuguese,Bachelor degree,Bachelor degree,Superior-level Professional,Administrative Staff,125.4,1.0,1.0,,1.0,1.0,0.0,19.0,0.0,0.0,5.0,10.0,3.0,13.333333333333334,0.0,0.0,5.0,9.0,4.0,10.75,0.0,Gave up,95,Yes,
1629,single,1.0,1.0,Advertising and Marketing Management,1.0,12th grade,141.0,Portuguese,9th grade,Bachelor degree,Administrative Staff,Student,137.9,1.0,0.0,0.0,0.0,1.0,0.0,20.0,,0.0,5.0,6.0,3.0,12.0,0.0,0.0,5.0,5.0,4.0,12.75,0.0,Gave up,32,Yes,
1813,married,0.0,1.0,Nursing,1.0,12th grade,130.0,Portuguese,4th grade,4th grade,Private Security,Private Security,120.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,0.0,7.0,11.0,5.0,12.1,0.0,0.0,7.0,10.0,5.0,12.6,0.0,Gave up,82,Yes,
2799,single,0.0,1.0,Nursing,1.0,12th grade,150.0,Portuguese,9th grade,12th grade,Unskilled Worker,Superior-level Professional,110.0,1.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,6.0,14.0,20.0,14.0,13.072857142857144,6.0,6.0,14.0,20.0,14.0,13.072857142857144,6.0,Succeeded,91,Yes,
1070,single,1.0,2.0,Advertising and Marketing Management,1.0,12th grade,111.0,Portuguese,9th grade,9th grade,Unskilled Worker,Unskilled Worker,114.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,4.0,13.2,0.0,0.0,6.0,10.0,5.0,12.8,0.0,Succeeded,12,Yes,
295,single,1.0,1.0,Communication Design,1.0,12th grade,130.0,Portuguese,6th grade,4th grade,Superior-level Professional,Engineer,135.6,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,12.0,0.0,0.0,6.0,10.0,2.0,11.333333333333334,0.0,Gave up,19,Yes,
3346,single,1.0,1.0,Tourism,1.0,12th grade,124.0,Portuguese,4th grade,6th grade,Unskilled Worker,Assembly Worker,114.6,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,13.0,2.0,12.0,0.0,0.0,6.0,12.0,1.0,13.0,,Gave up,72,Yes,
2971,single,0.0,2.0,Social Service,1.0,12th grade,133.1,Portuguese,9th grade,9th grade,Administrative Staff,Private Security,120.6,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,6.0,10.0,16.0,10.0,12.5,0.0,2.0,7.0,9.0,4.0,12.6,0.0,Succeeded,19,Yes,
2625,single,1.0,4.0,Journalism and Communication,1.0,12th grade,140.0,Cape Verdean,12th grade,4th grade,Superior-level Professional,Unskilled Worker,130.5,1.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6.0,12.0,0.0,Succeeded,62,Yes,
807,single,2.0,3.0,Communication Design,1.0,12th grade,142.0,Portuguese,12th grade,6th grade,Superior-level Professional,Private Security,146.9,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,Succeeded,13,Yes,
1888,married,0.0,1.0,Journalism and Communication,1.0,12th grade,160.0,Portuguese,4th grade,4th grade,Private Security,Student,160.0,0.0,0.0,1.0,0.0,1.0,0.0,51.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,Gave up,76,Yes,
1407,single,3.0,2.0,Nursing,1.0,12th grade,129.0,Portuguese,6th grade,4th grade,Private Security,Private Security,119.0,1.0,,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,12.342857142857143,0.0,0.0,8.0,8.0,7.0,12.342857142857143,0.0,Succeeded,23,Yes,
4387,single,2.0,1.0,Advertising and Marketing Management,1.0,12th grade,118.0,Portuguese,4th grade,6th grade,Assembly Worker,Engineer,115.2,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,5.0,7.0,3.0,12.333333333333334,0.0,0.0,5.0,5.0,2.0,12.5,0.0,Gave up,63,Yes,
3072,single,0.0,1.0,Social Service (evening attendance),0.0,6th grade,133.1,Portuguese,12th grade,12th grade,Administrative Staff,Administrative Staff,107.5,0.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Gave up,21,Yes,
4399,single,0.0,1.0,Management,1.0,12th grade,160.0,Portuguese,6th grade,6th grade,Engineer,Unskilled Worker,121.4,0.0,,0.0,1.0,0.0,1.0,26.0,0.0,0.0,5.0,8.0,4.0,13.0,0.0,0.0,5.0,10.0,,12.25,2.0,Succeeded,84,Yes,
1569,single,0.0,1.0,Oral Hygiene,1.0,12th grade,137.0,Santomean,9th grade,12th grade,Unskilled Worker,Administrative Staff,137.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,1.0,0.0,7.0,11.0,0.0,0.0,4.0,0.0,7.0,11.0,2.0,11.666666666666666,0.0,Holding on,90,Yes,
1101,single,1.0,1.0,Veterinary Nursing,1.0,Incomplete Bachelor's,122.0,Portuguese,9th grade,9th grade,Unskilled Worker,Unskilled Worker,126.2,1.0,0.0,0.0,,0.0,0.0,22.0,0.0,0.0,5.0,14.0,4.0,14.25,3.0,0.0,5.0,9.0,5.0,13.2,,Gave up,89,Yes,
3845,single,1.0,1.0,Equinculture,1.0,12th grade,133.1,Portuguese,Incomplete Bachelor's,9th grade,Administrative Staff,Private Security,138.4,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,8.0,3.0,14.0,0.0,0.0,5.0,5.0,5.0,12.8,,Succeeded,99,Yes,
3989,single,1.0,1.0,Veterinary Nursing,1.0,12th grade,123.0,Portuguese,9th grade,4th grade,Unskilled Worker,Unskilled Worker,124.1,1.0,0.0,0.0,1.0,,1.0,20.0,0.0,0.0,5.0,13.0,5.0,14.0,2.0,0.0,5.0,10.0,3.0,12.0,1.0,Succeeded,17,Yes,
181,single,0.0,1.0,Basic Education,1.0,12th grade,140.0,Portuguese,Bachelor degree,12th grade,Superior-level Professional,Superior-level Professional,128.3,1.0,0.0,,1.0,0.0,0.0,35.0,0.0,19.0,21.0,21.0,21.0,12.61904761904762,0.0,13.0,19.0,19.0,19.0,12.789473684210526,0.0,Succeeded,78,Yes,
2183,single,0.0,1.0,Nursing,1.0,12th grade,140.0,Portuguese,9th grade,9th grade,Engineer,Engineer,138.6,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,9.0,6.0,14.25,0.0,0.0,8.0,11.0,8.0,13.063636363636364,0.0,Succeeded,60,Yes,
3284,single,1.0,4.0,Tourism,1.0,12th grade,131.0,Portuguese,6th grade,3rd grade,Unskilled Worker,Unskilled Worker,124.0,1.0,0.0,0.0,1.0,0.0,,18.0,0.0,0.0,6.0,7.0,6.0,11.333333333333334,0.0,0.0,6.0,9.0,6.0,10.833333333333334,0.0,Succeeded,29,Yes,
2430,single,0.0,1.0,Informatics Engineering,1.0,12th grade,120.0,Portuguese,,,Student,Student,128.2,,0.0,0.0,1.0,1.0,0.0,35.0,0.0,6.0,10.0,12.0,7.0,11.285714285714286,0.0,2.0,8.0,8.0,5.0,13.0,0.0,Gave up,75,Yes,
4259,single,1.0,2.0,Nursing,1.0,12th grade,123.0,Portuguese,9th grade,9th grade,Engineer,Engineer,120.8,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,11.0,7.0,12.545714285714286,0.0,0.0,8.0,11.0,7.0,12.545714285714286,0.0,Succeeded,51,Yes,
1669,single,0.0,1.0,Communication Design,1.0,12th grade - Technological specialization course,100.0,Portuguese,12th grade,6th grade,Administrative Staff,Engineer,104.8,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,2.0,7.0,9.0,5.0,11.6,0.0,5.0,9.0,9.0,5.0,10.0,0.0,Gave up,44,Yes,
2266,single,3.0,1.0,Veterinary Nursing,1.0,12th grade,106.0,Portuguese,12th grade,9th grade,Superior-level Professional,Private Security,104.6,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,6.0,10.0,5.0,14.0,0.0,0.0,6.0,11.0,4.0,14.8,0.0,Holding on,90,Yes,
3419,single,1.0,1.0,Basic Education,1.0,12th grade,136.0,Portuguese,6th grade,4th grade,Unskilled Worker,Unskilled Worker,126.9,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,13.285714285714286,0.0,,7.0,7.0,7.0,14.428571428571429,0.0,Succeeded,64,Yes,
3330,single,2.0,1.0,Management,1.0,12th grade,110.0,Portuguese,12th grade,12th grade,Administrative Staff,Administrative Staff,99.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,5.0,5.0,11.0,0.0,0.0,5.0,11.0,3.0,11.428571428571429,0.0,Holding on,8,Yes,
2047,single,1.0,2.0,Nursing,1.0,12th grade,126.0,Portuguese,4th grade,12th grade,Engineer,Engineer,118.7,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Gave up,66,Yes,
1612,single,1.0,5.0,Veterinary Nursing,1.0,12th grade,134.0,Portuguese,9th grade,4th grade,Assembly Worker,Assembly Worker,123.9,1.0,0.0,0.0,1.0,,0.0,18.0,0.0,0.0,5.0,11.0,5.0,13.0,2.0,0.0,5.0,7.0,5.0,12.4,0.0,Holding on,27,Yes,
4392,married,0.0,1.0,Nursing,1.0,Bachelor degree,130.0,Portuguese,4th grade,4th grade,Unskilled Worker,Private Security,130.0,0.0,,0.0,1.0,0.0,0.0,32.0,0.0,0.0,7.0,9.0,7.0,13.761111111111113,0.0,1.0,8.0,11.0,7.0,12.06375,0.0,Holding on,4,Yes,
3371,single,0.0,1.0,Management,1.0,Bachelor degree,130.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,130.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Gave up,28,Yes,
1214,single,1.0,1.0,Advertising and Marketing Management,1.0,12th grade,130.0,Portuguese,4th grade,4th grade,Student,Student,117.8,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,8.0,3.0,13.0,0.0,0.0,5.0,7.0,4.0,11.5,1.0,Succeeded,22,Yes,
2872,married,0.0,1.0,Nursing,1.0,12th grade,110.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,114.3,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Gave up,50,Yes,
1467,single,2.0,2.0,Informatics Engineering,1.0,12th grade,120.0,Portuguese,10th grade,11th grade,Unskilled Worker,Unskilled Worker,120.4,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,6.0,3.0,11.0,0.0,0.0,5.0,6.0,,0.0,0.0,Gave up,78,Yes,
1497,single,0.0,1.0,Oral Hygiene,1.0,12th grade,130.0,Portuguese,12th grade,4th grade,Private Security,Private Security,128.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,7.0,8.0,7.0,13.585714285714284,0.0,0.0,8.0,8.0,8.0,14.6875,0.0,Succeeded,22,Yes,
2286,married,0.0,1.0,Management,1.0,12th grade,133.1,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,115.8,0.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,Gave up,27,Yes,
1966,single,0.0,1.0,Agronomy,1.0,Master degree,120.0,Portuguese,Bachelor degree,12th grade,Scientist,Administrative Staff,120.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,8.0,12.0,12.0,11.0,13.818181818181818,0.0,4.0,12.0,16.0,12.0,13.461538461538462,0.0,Succeeded,13,Yes,
3784,single,1.0,2.0,Nursing,1.0,12th grade,106.0,Portuguese,12th grade,9th grade,Administrative Staff,Administrative Staff,106.4,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,9.0,5.0,13.34,0.0,0.0,7.0,9.0,6.0,12.385714285714286,0.0,Holding on,14,Yes,
526,single,0.0,1.0,Informatics Engineering,1.0,12th grade,133.1,Portuguese,12th grade,12th grade,Unskilled Worker,Superior-level Professional,136.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,0.0,0.0,5.0,12.0,1.0,12.0,0.0,0.0,5.0,9.0,1.0,11.0,4.0,Gave up,96,Yes,
1868,single,0.0,1.0,Management (evening attendance),0.0,12th grade,100.0,Portuguese,4th grade,4th grade,Unskilled Worker,Engineer,153.5,0.0,0.0,1.0,0.0,1.0,0.0,31.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,Gave up,35,Yes,
619,single,,2.0,Nursing,,12th grade,137.0,Portuguese,9th grade,4th grade,Administrative Staff,Engineer,126.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,9.0,6.0,12.339999999999998,0.0,0.0,8.0,9.0,8.0,13.01875,0.0,Succeeded,94,Yes,
1857,single,1.0,1.0,Communication Design,1.0,12th grade,136.0,Portuguese,Bachelor degree,Bachelor degree,Unskilled Worker,Unskilled Worker,136.0,1.0,0.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,0.0,6.0,8.0,6.0,12.875,0.0,Succeeded,95,Yes,
1402,single,1.0,2.0,Tourism,1.0,12th grade,136.0,Portuguese,6th grade,6th grade,Unskilled Worker,Engineer,125.2,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,12.285714285714286,0.0,0.0,6.0,9.0,5.0,12.4,0.0,Succeeded,38,Yes,
294,single,2.0,4.0,Social Service,1.0,12th grade,123.0,Portuguese,9th grade,9th grade,Cleaning worker,Other,116.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,,6.0,11.666666666666666,0.0,0.0,6.0,8.0,6.0,11.666666666666666,0.0,Succeeded,34,Yes,
1453,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,132.0,Portuguese,12th grade,12th grade,Administrative Staff,Politician/CEO,119.4,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gave up,66,Yes,
1967,single,1.0,1.0,Veterinary Nursing,1.0,12th grade,120.0,Portuguese,12th grade,9th grade,Superior-level Professional,Administrative Staff,116.7,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,12.0,3.0,12.333333333333334,2.0,0.0,5.0,8.0,3.0,13.0,1.0,Succeeded,92,Yes,
2766,single,1.0,4.0,Nursing,1.0,12th grade,145.0,Portuguese,12th grade,12th grade,Administrative Staff,Administrative Staff,127.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,8.0,13.11,0.0,0.0,8.0,8.0,8.0,13.11,0.0,Succeeded,55,Yes,
884,single,0.0,1.0,Agronomy,1.0,12th grade,133.1,Portuguese,4th grade,4th grade,Administrative Staff,Engineer,130.0,0.0,0.0,,0.0,1.0,0.0,32.0,0.0,0.0,6.0,8.0,3.0,13.0,0.0,4.0,10.0,14.0,6.0,11.428571428571429,0.0,Gave up,74,Yes,
3651,single,0.0,1.0,Communication Design,1.0,12th grade,135.0,Portuguese,12th grade,6th grade,Superior-level Professional,Unskilled Worker,126.4,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,5.0,12.0,12.0,12.0,13.25,0.0,5.0,12.0,12.0,11.0,12.727272727272728,0.0,Succeeded,10,Yes,
1034,single,2.0,1.0,Veterinary Nursing,1.0,12th grade,129.0,Portuguese,12th grade,4th grade,Unskilled Worker,Unskilled Worker,118.2,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,7.0,4.0,13.25,0.0,0.0,5.0,8.0,5.0,15.571428571428571,0.0,Succeeded,69,Yes,
490,single,1.0,3.0,Nursing,1.0,12th grade,128.0,Portuguese,6th grade,6th grade,Private Security,Private Security,118.6,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,9.0,6.0,11.814285714285717,0.0,0.0,8.0,8.0,7.0,13.542857142857144,0.0,Succeeded,13,Yes,
3095,single,2.0,2.0,Tourism,1.0,12th grade,130.0,Portuguese,9th grade,9th grade,Engineer,Engineer,121.6,1.0,0.0,,1.0,0.0,1.0,18.0,0.0,0.0,6.0,9.0,1.0,10.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,Gave up,6,Yes,
2793,divorced,0.0,1.0,Social Service (evening attendance),0.0,12th grade,133.1,Portuguese,4th grade,4th grade,Engineer,Engineer,143.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,,9.0,13.0,8.0,12.0,0.0,2.0,7.0,8.0,7.0,11.571428571428571,0.0,Succeeded,87,Yes,
3447,single,1.0,1.0,Veterinary Nursing,1.0,12th grade,150.0,Portuguese,Bachelor degree,Bachelor degree,Scientist,Politician/CEO,153.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,15.714285714285714,0.0,0.0,6.0,6.0,6.0,14.666666666666666,0.0,Gave up,64,Yes,
3818,single,2.0,1.0,Agronomy,1.0,12th grade,120.0,Portuguese,6th grade,4th grade,Private Security,Unskilled Worker,131.4,1.0,0.0,0.0,1.0,,1.0,23.0,0.0,17.0,18.0,19.0,18.0,11.894736842105264,0.0,12.0,13.0,13.0,13.0,12.923076923076923,0.0,Succeeded,71,Yes,
4374,single,1.0,1.0,Social Service,1.0,12th grade,124.0,Portuguese,4th grade,4th grade,Engineer,Unskilled Worker,121.2,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,12.0,2.0,13.0,0.0,0.0,6.0,9.0,6.0,10.833333333333334,0.0,Holding on,12,Yes,
